Job_Title,Company_Name,City_State,Company_Rating,salary_Range,Post_Date
Senior Data Engineer,Conference of State Bank Supervisors,"Washington, DC",3.5,$99K-$179K (Glassdoor Est.),6d
Data Science Team - Data Analyst I,CNA Corporation,"Arlington, VA",3.3,$78K-$129K (Glassdoor Est.),3d
Data Analyst,HRUCKUS,"Washington, DC",5,NA,14d
Data Scientist,NetImpact Strategies,"Vienna, VA",4.2,$60K-$103K (Glassdoor Est.),21d
Principal Data Scientist,AstraZeneca,"Gaithersburg, MD",4.1,$113K-$182K (Glassdoor Est.),12d
Associate Data Scientist,MITRE,"McLean, VA",3.3,$71K-$115K (Glassdoor Est.),4d
Data Science Division - Research Analyst,CNA Corporation,"Arlington, VA",3.3,$66K-$132K (Glassdoor Est.),13d
Machine Learning Engineer,The Motley Fool,"Alexandria, VA",4.6,$92K-$161K (Glassdoor Est.),14d
Data Scientist - Defense & Intelligence,Elder Research Inc,"Arlington, VA",3.8,$63K-$104K (Glassdoor Est.),11d
Data Scientist-Journeyman,Perspecta,"Washington, DC",3.3,$83K-$135K (Glassdoor Est.),14d
Data Scientist,The E.W. Scripps Company,"Washington, DC",3.5,$83K-$137K (Glassdoor Est.),26d
Data Science Analyst,Leidos,"McLean, VA",3.6,$50K-$90K (Glassdoor Est.),5d
Aviation Data Scientist,MITRE,"McLean, VA",3.3,$81K-$132K (Glassdoor Est.),13d
"Quantitative Analyst, Investing Intelligence",The Motley Fool,"Alexandria, VA",4.6,$82K-$158K (Glassdoor Est.),13d
Data Engineer,Id.me,"McLean, VA",3.2,$52K-$99K (Glassdoor Est.),10d
Senior Bioinformataics Scientist OB/Gyn Research,Inova Health System,"Falls Church, VA",3.5,$224K-$446K (Glassdoor Est.),21d
Senior Data Engineer,The Burgess Group LLC,"Alexandria, VA",2.5,$88K-$158K (Glassdoor Est.),26d
Associate Data Scientist – Network Analysis and Control,MITRE,"McLean, VA",3.3,$71K-$115K (Glassdoor Est.),17d
Data Scientist,MITRE,"McLean, VA",3.3,$81K-$132K (Glassdoor Est.),24h
Data Scientist,SAIC,"McLean, VA",3.8,$65K-$109K (Glassdoor Est.),7d
Cleared Data Scientist,MITRE,"McLean, VA",3.3,$85K-$137K (Glassdoor Est.),26d
Azure Databricks Data Engineer,BRMi,"Chantilly, VA",4.3,$56K-$105K (Glassdoor Est.),12d
"Data Scientist, Product Analytics",Facebook,"Washington, DC",4.6,$96K-$154K (Glassdoor Est.),24h
Senior Data Scientist,General Dynamics,"Rosslyn, VA",3.6,$85K-$139K (Glassdoor Est.),24h
Data Scientist Senior Technical Specialist,Perspecta,"Chantilly, VA",3.3,$97K-$156K (Glassdoor Est.),3d
Data Analyst,NetImpact Strategies,"Vienna, VA",4.2,$45K-$82K (Glassdoor Est.),24h
"Data Scientist, Senior",Novetta,"Fort Belvoir, VA",4.5,$112K-$182K (Glassdoor Est.),24h
Senior Scientist,Quantum Improvements Consulting,"Washington, DC",5,NA,18d
HF Senior Engineer/Scientist,WR Systems,"Fairfax, VA",3.7,$91K-$198K (Glassdoor Est.),16d
Sr. Manager Advanced Analytics (Data Scientist),Lidl US,"Arlington, VA",3.5,$129K-$210K (Glassdoor Est.),13d
Data Scientist-Senior,Perspecta,"Washington, DC",3.3,$107K-$171K (Glassdoor Est.),14d
Research Data Scientist,Facebook,"Washington, DC",4.6,$86K-$142K (Glassdoor Est.),24h
Senior Data Scientist - Defense & Intelligence,Elder Research Inc,"Arlington, VA",3.8,$90K-$145K (Glassdoor Est.),3d
Data Engineer,The Motley Fool,"Alexandria, VA",4.6,$84K-$157K (Glassdoor Est.),14d
HPC / Computational Data Scientist with Clearance,CI Software,"Washington, DC",NA,NA,3d
Associate Machine Learning Engineer,MITRE,"McLean, VA",3.3,$78K-$136K (Glassdoor Est.),26d
Data Engineer,"General Dynamics Mission Systems, Inc","Chantilly, VA",3.7,$53K-$103K (Glassdoor Est.),11d
Data Science All Star Program - Data Engineer Track,Blend360,"Columbia, MD",4.5,$64K-$81K (Glassdoor Est.),13d
"SAE Data Scientist, AI Consultant",NVIDIA,"Washington, DC",4.7,$126K-$198K (Glassdoor Est.),25d
Big Data Developer (TS/SCI with Poly),CACI International,"Chantilly, VA",3.8,$61K-$98K (Glassdoor Est.),27d
Data Analyst - Outreach (DC Medicaid),CareFirst BlueCross BlueShield,"Washington, DC",3.9,$35K-$63K (Glassdoor Est.),24d
Satellite Radiance Data Assimilation,IMSG/NOAA,"College Park, MD",3.5,$28K-$57K (Glassdoor Est.),3d
Data Scientist – Supply Chain,Nestle USA,"Arlington, VA",3.9,$74K-$123K (Glassdoor Est.),24d
Data Engineer,Kingfisher Systems,"Falls Church, VA",4.5,$86K-$99K (Glassdoor Est.),11d
Data Science Instructor,Novetta,"Herndon, VA",4.5,$121K-$196K (Glassdoor Est.),19d
Operations Research Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",4.6,$77K-$156K (Glassdoor Est.),12d
Data Assimilation JEDI algorithm development,IMSG/NOAA,"Rockville, MD",3.5,$46K-$90K (Glassdoor Est.),3d
AI/ML Engineer/Scientist,Santa Cruz Sciences,"Tysons Corner, VA",4,NA,24h
Senior Data Scientist,AstraZeneca,"Gaithersburg, MD",4.1,$107K-$173K (Glassdoor Est.),24d
Data Engineer,Chenega MIOS,"Springfield, VA",4.3,$69K-$123K (Glassdoor Est.),21d
Senior Data Engineer,"General Dynamics Mission Systems, Inc","Chantilly, VA",3.7,$76K-$134K (Glassdoor Est.),11d
Data Scientist,Analytica,"Washington, DC",3.7,$65K-$111K (Glassdoor Est.),27d
Data Scientist Supply Chain,Nestle USA,"Arlington, VA",3.9,$74K-$123K (Glassdoor Est.),24d
Data Scientist,Crowdskout,"Washington, DC",4.5,NA,24h
Data Scientist,Booz Allen Hamilton Inc.,"Arlington, VA",3.9,$54K-$97K (Glassdoor Est.),14d
Chief Scientist,NRECA,"Arlington, VA",3.5,NA,12d
Data Scientist,Bains Consulting LLC,"Washington, DC",4.6,$116K-$187K (Glassdoor Est.),13d
Card Data Scientist,Capital One,"McLean, VA",4,$88K-$146K (Glassdoor Est.),6d
Scientist II or Senior Scientist T Cell Biology,Precigen,"Germantown, MD",3.4,$78K-$93K (Glassdoor Est.),24d
Clinical Data Analyst (PharmD or PhD Required),"DRT Strategies, Inc.","Silver Spring, MD",4.2,$29K-$55K (Glassdoor Est.),12d
DATA SCIENTIST,Mission Essential,"Washington, DC",3.8,$79K-$130K (Glassdoor Est.),14d
Data Science Graduate Internship,GEICO,"Chevy Chase, MD",3.4,$65K-$107K (Glassdoor Est.),13d
Data Scientist (Federal),C3.ai,"Washington, DC",4.5,$88K-$142K (Glassdoor Est.),5d
Lead Data Scientist – Network Analysis and Control,MITRE,"McLean, VA",3.3,$108K-$171K (Glassdoor Est.),20d
Data Scientist / Applied Mathematician,"Aptima, Inc","Arlington, VA",4.2,$82K-$135K (Glassdoor Est.),24d
Full Stack Data Scientist,Booz Allen Hamilton Inc.,"Fort Meade, MD",3.9,$62K-$107K (Glassdoor Est.),27d
Defense and Security - Data Scientist,McKinsey & Company,"Washington, DC",4.4,$81K-$135K (Glassdoor Est.),20d
GPS / Geophysics Scientist,Leidos,"Alexandria, VA",3.6,$64K-$133K (Glassdoor Est.),4d
Data Scientist Principal,SAIC,"Upper Marlboro, MD",3.8,$98K-$157K (Glassdoor Est.),24h
Senior Scientist,Verto Solutions,"Washington, DC",3.6,NA,3d
Data Scientist- Secret Clearance,Ironclad Technology Services,"Arlington, VA",4.7,NA,27d
Spectral Research Scientist,Leidos,"Alexandria, VA",3.6,$64K-$133K (Glassdoor Est.),13d
Data Engineer,Leidos,"Reston, VA",3.6,$52K-$101K (Glassdoor Est.),24d
Data Scientist,Fortego,"Columbia, MD",5,$89K-$150K (Glassdoor Est.),19d
Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Washington, DC",4,$81K-$135K (Glassdoor Est.),15d
Data Scientist,Central Intelligence Agency,"Washington, DC",4,$104K-$133K (Glassdoor Est.),4d
Data Engineer - TS/SCI w/Poly,Leidos,"Reston, VA",3.6,$62K-$110K (Glassdoor Est.),23d
Chief Mission Data Officer - TS/SCI with Poly,Leidos,"Reston, VA",3.6,NA,10d
Data Scientist,General Dynamics,"Washington, DC",3.6,$66K-$110K (Glassdoor Est.),24h
Data Visualization Scientist,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",4.6,$79K-$136K (Glassdoor Est.),3d
SCIENTIST - ANTIBODY DISCOVERY,"IMMUNOMIC THERAPEUTICS, INC.","Rockville, MD",3.9,NA,13d
Chief Scientist Machine Learning,Leidos,"Arlington, VA",3.6,NA,3d
Data Scientist,Spinvi,"Falls Church, VA",4.9,NA,5d
Data Scientist,GEICO,"Chevy Chase, MD",3.4,$69K-$113K (Glassdoor Est.),24d
Support Scientist - Hurricane Model Developer,IMSG/NOAA,"College Park, MD",3.5,$35K-$63K (Glassdoor Est.),3d
Sr. Data Scientist (TS/SCI w/Poly Required),SAIC,"Fairfax, VA",3.8,$91K-$148K (Glassdoor Est.),24h
Data Scientist / Data Analyst,22nd Century Technologies,"Arlington, VA",3.4,$102K-$122K (Glassdoor Est.),5d
Data Scientist - TS/SCI w/Poly,General Dynamics,"McLean, VA",3.6,$63K-$105K (Glassdoor Est.),24h
Healthcare Data Scientist,Expression Networks,"Washington, DC",4.8,$87K-$146K (Glassdoor Est.),3d
Senior Research Scientist,Avalere Health,"Washington, DC",3.2,$93K-$186K (Glassdoor Est.),10d
Entry Level Data Scientist,"Latitude, Inc.","Fort Belvoir, VA",4,NA,11d
Data Scientist,Coverent,"McLean, VA",4.3,NA,25d
Data Scientist,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",4.6,$100K-$160K (Glassdoor Est.),3d
Lead Data Scientist – Healthcare,MITRE,"McLean, VA",3.3,$113K-$178K (Glassdoor Est.),10d
Data Scientist,JPI,"Washington, DC",3.6,$83K-$138K (Glassdoor Est.),7d
Senior Modeling and Simulation Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",4.6,$100K-$198K (Glassdoor Est.),12d
"Data Engineer I, Mastercard Launch",MasterCard,"Arlington, VA",4.1,$76K-$137K (Glassdoor Est.),12d
Data Scientist,Systems & Technology Research,"Arlington, VA",4.2,$74K-$124K (Glassdoor Est.),19d
2021 Data Science Fellowship,Institute for Defense Analyses,"Alexandria, VA",4.1,$89K-$146K (Glassdoor Est.),13d
Aerosol Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",4.6,$77K-$156K (Glassdoor Est.),12d
Data Scientist Intern - Fall,Jacobs,"Dulles, VA",3.7,NA,4d
Military Data Scientist,Precision Talent Solutions,"Arlington, VA",NA,NA,10d
Data Sciences & AI Graduate Programme - US,AstraZeneca,"Gaithersburg, MD",4.1,$77K-$127K (Glassdoor Est.),21d
Data Scientist/Machine Learning Engineer,"Latitude, Inc.","McLean, VA",4,NA,17d
Data Scientist I,Sierra Nevada Corporation,"Herndon, VA",3.7,$78K-$129K (Glassdoor Est.),24h
"Data Scientist, Sr.",Sierra Nevada Corporation,"Herndon, VA",3.7,$108K-$174K (Glassdoor Est.),5d
Data Science / Operations Research / Statistics / Math New Grad Opportunities,MITRE,"McLean, VA",3.3,$81K-$130K (Glassdoor Est.),5d
Data Scientist L2,Minerva Engineering,"Annapolis Junction, MD",4.2,NA,16d
Data Scientist - College of Medicine,Howard University,"Washington, DC",3.2,$53K-$96K (Glassdoor Est.),15d
Data Scientist,Infinitive Inc,"McLean, VA",3.4,$48K-$83K (Glassdoor Est.),27d
Data Scientist- Secret Clearance,Deloitte,"Washington, DC",3.8,$76K-$128K (Glassdoor Est.),15d
"Scientist/Sr Scientist, Target Discovery",REGENXBIO,"Rockville, MD",4.1,NA,2d
Data Science Support Analyst (Journeyman),BAE Systems USA,"McLean, VA",3.7,$89K-$147K (Glassdoor Est.),25d
Data Scientist,DataLab USA,"Germantown, MD",3.6,$67K-$116K (Glassdoor Est.),20d
National Security Solutions Data Scientist (Clearance Required),Primer Ai,"Washington, DC",4.3,NA,24h
Data Scientist II,Nolij Consulting,"Vienna, VA",4.1,$56K-$98K (Glassdoor Est.),5d
Health Data Scientist,Booz Allen Hamilton Inc.,"Bethesda, MD",3.9,$54K-$97K (Glassdoor Est.),20d
Data Scientist,Amazon,"Herndon, VA",3.9,$92K-$148K (Glassdoor Est.),13d
Data Scientist/Lead Data Scientist,BlueLabs,"Washington, DC",4.7,$113K-$153K (Glassdoor Est.),20d
Senior Data Scientist,Novetta,"Herndon, VA",4.5,$112K-$182K (Glassdoor Est.),3d
Research Data Scientist,Intelligent Automation,"Rockville, MD",3.6,$72K-$120K (Glassdoor Est.),5d
Data Scientist,Pivotal Software,"Washington, DC",4.4,$112K-$149K (Glassdoor Est.),27d
Research Scientist - Cellular Immunology,PPD,"Rockville, MD",3.8,$41K-$76K (Glassdoor Est.),4d
Embedded Data Scientist,Govini,"Arlington, VA",4,$85K-$138K (Glassdoor Est.),12d
Staff Scientist - Downstream Process Development,Advanced Bioscience Laboratories,"Rockville, MD",3,$56K-$127K (Glassdoor Est.),24h
Health Data Science Analyst,MITRE,"McLean, VA",3.3,$62K-$109K (Glassdoor Est.),24h
Data Scientist,steampunk,"McLean, VA",4.6,$88K-$146K (Glassdoor Est.),14d
Data Scientist,Sprezzatura Management Consulting,"Washington, DC",5,NA,3d
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,Internal Revenue Service,"Vienna, VA",3.6,$71K-$119K (Glassdoor Est.),7d
Data Scientist,PCP,"Alexandria, VA",2.8,NA,5d
Data Scientist,BTS Software Solutions,"Washington, DC",4.9,$75K-$122K (Glassdoor Est.),5d
Senior Scientist Cell Therapy,AstraZeneca,"Gaithersburg, MD",4.1,$88K-$170K (Glassdoor Est.),2d
Sr. Principal Data Scientist,Northrop Grumman,"Fort Belvoir, VA",3.8,$118K-$188K (Glassdoor Est.),3d
Data Scientist- Secret Clearance,Ironclad Technnology Services,"Arlington, VA",NA,NA,12d
Data Scientist (Skill Level 2),Lockheed Martin,"Annapolis Junction, MD",3.9,$90K-$108K (Glassdoor Est.),5d
Data Scientist (Active TS Clearance Required),Big Sky Associates,"Springfield, VA",4.5,NA,24d
Data Engineer,Novetta,"Springfield, VA",4.5,$76K-$130K (Glassdoor Est.),27d
Data Scientist,XOR Security,"Washington, DC",4.5,NA,25d
Data Scientist,Apex Systems,"Ashburn, VA",3.8,NA,4d
Data Scientist (SME),Zot ,"Columbia, MD",4,$82K-$111K (Glassdoor Est.),7d
Future Opportunity: Data Scientist,AVANADE,"Washington, DC",3.9,$63K-$106K (Glassdoor Est.),20d
Data Scientist,Synectics for Management Decisions Inc,"Alexandria, VA",3.9,$88K-$145K (Glassdoor Est.),3d
Data Scientist,"Metron, Inc.","Reston, VA",3.4,$91K-$122K (Glassdoor Est.),21d
Data Scientist,"JPI (Java Production, Inc.)","Washington, DC",3.5,$77K-$132K (Glassdoor Est.),7d
Data Scientist,Aptive,"Washington, DC",3.5,NA,11d
Data Scientist (Whisker Labs),"OPSPro, LLC","Germantown, MD",5,NA,16d
"Senior Associate Scientist, Downstream Process Development",REGENXBIO,"Rockville, MD",4.1,NA,2d
Data Scientist,TechFlow,"Washington, DC",3.8,$56K-$93K (Glassdoor Est.),5d
Data Analyst I,World Resources Institute,"Washington, DC",3.8,$36K-$65K (Glassdoor Est.),10d
Sr. Data Scientist,By Light HQ,"Washington, DC",NA,NA,18d
Data Scientist,BLEND360,"Columbia, MD",4.5,$59K-$102K (Glassdoor Est.),13d
CLEARED Lead Intelligence / Open Source Data Analyst,MITRE,"McLean, VA",3.3,$89K-$149K (Glassdoor Est.),17d
Data Scientist,"Visionist, Inc.","Columbia, MD",4.9,$90K-$144K (Glassdoor Est.),19d
Senior IT Data Engineer,Leidos,"Springfield, VA",3.6,$93K-$160K (Glassdoor Est.),13d
Data Scientist (GS 13 Equivalent),"Credence Management Solutions, LLC","Washington, DC",4.3,$85K-$140K (Glassdoor Est.),10d
Data Scientist,"BasisPath, Inc.","Herndon, VA",5,NA,4d
Lead Data Scientist with NLP,MITRE,"McLean, VA",3.3,$108K-$171K (Glassdoor Est.),20d
"Data Scientist, Food and Drug Administration",Dexis Consulting Group,"Washington, DC",3.6,$78K-$133K (Glassdoor Est.),14d
Data Scientist - Mid - MD,Global Dimensions,"Columbia, MD",2.8,NA,19d
"Lead Scientist, Fermentation",Emergent BioSolutions,"Gaithersburg, MD",3.3,$87K-$184K (Glassdoor Est.),12d
Data Scientist,ASET Partners,"Reston, VA",4.5,$69K-$116K (Glassdoor Est.),4d
PM-Sr Data Scientist,BAE Systems,"McLean, VA",3.8,$98K-$160K (Glassdoor Est.),3d
"Applied Data Scientist, Nonprofit",Civis Analytics,"Washington, DC",3.2,$61K-$101K (Glassdoor Est.),24d
"Data Scientist, CGHPI - Georgetown University Medical Center",Georgetown University,"Washington, DC",4.2,$62K-$103K (Glassdoor Est.),13d
Data Scientist,National Security Agency,"Fort Meade, MD",3.8,$70K-$116K (Glassdoor Est.),13d
Data Scientist,Jobot,"Arlington, VA",5,NA,24h
Data Scientist/Machine Learning Engineer,Atlas Research,"Washington, DC",3,$52K-$92K (Glassdoor Est.),2d
Associate Director RWE Data Scientist,AstraZeneca,"Gaithersburg, MD",4.1,$128K-$206K (Glassdoor Est.),12d
Data Scientist,TransVoyant,"Alexandria, VA",3.1,$75K-$122K (Glassdoor Est.),25d
"Senior Scientist, Bioanalytical Sciences",REGENXBIO,"Rockville, MD",4.1,NA,2d
Data Scientist - Nationwide Opportunities,Amazon,"Herndon, VA",3.9,$82K-$133K (Glassdoor Est.),27d
Data Scientist,Praescient Analytics,"Arlington, VA",3.2,$77K-$128K (Glassdoor Est.),12d
Data Scientist/Statistician II - Intel,Celestar Corporation,"Washington, DC",4,NA,24h
Energy Data Scientist,Booz Allen Hamilton Inc.,"Arlington, VA",3.9,$61K-$104K (Glassdoor Est.),12d
Associate Research Analyst- Data Science Division,CNA Corporation,"Arlington, VA",3.3,$55K-$112K (Glassdoor Est.),12d
Junior Data Scientist,"Eastern Research Group, Inc.","Chantilly, VA",3.9,$49K-$83K (Glassdoor Est.),27d
Data Scientist,Jacobs,"McLean, VA",3.7,$87K-$143K (Glassdoor Est.),4d
"ADC Scientist, Early Oncology Discovery",AstraZeneca,"Gaithersburg, MD",4.1,$61K-$123K (Glassdoor Est.),19d
Health Analytics Data Scientist,"Berkeley Research Group, LLC","Washington, DC",2.7,$60K-$103K (Glassdoor Est.),24h
Image Processing Data Scientist,"Perfict Global, Inc","McLean, VA",4.7,NA,3d
Data Scientist,"Koniag, Inc.","Crystal City, VA",3.3,$79K-$127K (Glassdoor Est.),13d
Data Engineer,Chenega Corporation,"Springfield, VA",3.1,$67K-$125K (Glassdoor Est.),3d
Principal / Sr Principal Data Scientist (TS/SCI/Poly),Northrop Grumman,"Chantilly, VA",3.8,$123K-$195K (Glassdoor Est.),12d
Data Scientist,FourthWall Media,"Dulles, VA",4,NA,21d
Senior Data Analyst,Novetta,"Herndon, VA",4.5,$73K-$124K (Glassdoor Est.),13d
Jr. Data Scientist with Active Secret Clearance,Deloitte,"Washington, DC",3.8,$68K-$120K (Glassdoor Est.),15d
Mission Data Scientist,Booz Allen Hamilton Inc.,"Alexandria, VA",3.9,$61K-$104K (Glassdoor Est.),3d
Data Scientist,Scientific Research Corporation,"Fort Belvoir, VA",4.2,$74K-$123K (Glassdoor Est.),24h
Data Scientist,Time Solutions,"Washington, DC",3.4,NA,10d
Secret Cleared Data Scientist/Machine Learning Engineer,"Latitude, Inc.","Arlington, VA",4,NA,13d
Data Scientist,Vanda Pharmaceuticals,"Washington, DC",2.6,$76K-$126K (Glassdoor Est.),3d
Data Scientist,ECS Federal LLC,"Adelphi, MD",3.9,$59K-$101K (Glassdoor Est.),14d
Data Analyst/Scientist,"Conch Technologies, Inc","Rockville, MD",4.6,$46K-$86K (Glassdoor Est.),21d
CLEARED Senior Intelligence / Open Source Data Analyst,MITRE,"McLean, VA",3.3,$73K-$123K (Glassdoor Est.),17d
Data Scientist,eTelligent Group LLC,"Lanham, MD",5,NA,22d
Data Engineer/Scientist,LMI,"Tysons Corner, VA",4.3,NA,3d
Data Scientist,"Metronome, LLC","Springfield, VA",3.2,$74K-$125K (Glassdoor Est.),11d
Data Scientist,Cognitio,"McLean, VA",5,NA,12d
Data Modeler/Data Scientist (Instructor),Royce Geospatial,"Springfield, VA",5,NA,10d
Data Scientist,Great-Circle Technologies,"Chantilly, VA",2.2,$79K-$127K (Glassdoor Est.),8d
Data Scientist,Verizon,"Ashburn, VA",3.8,$83K-$133K (Glassdoor Est.),5d
Senior Scientist,AstraZeneca,"Gaithersburg, MD",4.1,$88K-$167K (Glassdoor Est.),2d
Data Scientist,Quevera,"McLean, VA",4.5,NA,27d
Data Analyst,D&Z Federal Division,"Chantilly, VA",NA,NA,14d
Data Scientist,i360,"Arlington, VA",4.1,$78K-$129K (Glassdoor Est.),18d
Data Scientist,Hire Velocity,"Vienna, VA",3.8,NA,5d
Image Scientist,Perspecta,"Springfield, VA",3.3,$60K-$95K (Glassdoor Est.),5d
Data Scientist and Engineer,Booz Allen Hamilton Inc.,"Washington, DC",3.9,$54K-$97K (Glassdoor Est.),24h
Data Scientist - Clearance required,LMI,"Tysons Corner, VA",4.3,NA,24d
Data Scientist,Salient CRGT,"Arlington, VA",3.4,$62K-$104K (Glassdoor Est.),13d
Sr. Data Scientist,Radiant Digital,"Washington, DC",3.5,NA,6d
Jr Data Scientist,Royce Geospatial,"Springfield, VA",5,NA,20d
"Consultant - Data Scientist - Full Time - Washington, D.C",Two95 International Inc.,"Washington, DC",4,NA,5d
Data Analyst Scientist,GSK,"Rockville, MD",4,$68K-$117K (Glassdoor Est.),14d
Data Scientist,CACI International,"Washington, DC",3.8,$90K-$147K (Glassdoor Est.),14d
Data Engineer: TS/SCI Clearance with Poly Required,General Dynamics,"McLean, VA",3.6,$58K-$95K (Glassdoor Est.),24h
DATA ANALYST – HUMAN RESOURCES,"RJM Technologies, Inc.","Washington, DC",4.6,NA,14d
Data Scientist,Reveal Global Consulting LLC,"Fulton, MD",5,NA,3d
Data Scientist,Swain Techs,"Bethesda, MD",3.8,NA,13d
Workday Data Consultant,Collaborative Solutions,"Reston, VA",3.5,$56K-$107K (Glassdoor Est.),4d
Data Scientist (Top Secret/SCI with Polygraph),"Reports and Requirements Company, LLC","Washington, DC",5,NA,15d
Data Scientist,ActioNet,"Washington, DC",3.3,$79K-$131K (Glassdoor Est.),17d
Data Scientist,"Latitude, Inc.","Washington, DC",4,NA,12d
Data Scientist,Noblis,"Fort Washington, MD",3.9,$57K-$98K (Glassdoor Est.),20d
Scientist– Protein Engineering,Arcellx,"Gaithersburg, MD",NA,NA,6d
Data Scientist III,ManTech,"Herndon, VA",4.2,$80K-$131K (Glassdoor Est.),12d
Scientist– Protein Purification and Characterization,Arcellx,"Gaithersburg, MD",NA,NA,6d
Director of Data Analytics,Nando's,"Washington, DC",3.9,NA,3d
University - Data Scientist Consultant,Booz Allen Hamilton Inc.,"McLean, VA",3.9,$61K-$104K (Glassdoor Est.),17d
Data Scientist (Clearance required),Whiteboard Federal,"Bethesda, MD",3.9,$87K-$142K (Glassdoor Est.),20d
Data Scientist,Cedent Consulting,"Springfield, VA",3.3,$73K-$125K (Glassdoor Est.),20d
Data Scientist Technical Specialist,Peraton,"Chantilly, VA",3.6,$93K-$153K (Glassdoor Est.),3d
